category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity
"Ice Cream & Desserts","Funfoods Peanut Butter Creamy",169.00,0,1,169.00,400,FALSE,400
"Ice Cream & Desserts","Japanese Choice Udon Noodles",295.00,9,6,266.00,250,FALSE,250
"Ice Cream & Desserts","Kelloggs Muesli - With 22% Fruit Magic",320.00,10,5,288.00,500,FALSE,500
"Ice Cream & Desserts","Dabur Hommade - Kalonji Tamatar Ki Chutney",65.00,6,6,61.00,200,FALSE,200
"Ice Cream & Desserts","Kitchens Of India Dal Makhani",110.00,30,1,77.00,285,FALSE,285
"Ice Cream & Desserts","Aashirvaad Suji Halwa With Jaggery",55.00,30,6,38.00,80,FALSE,80
"Ice Cream & Desserts","Del Monte Green Chili Sauce",55.00,0,3,55.00,190,FALSE,190
"Ice Cream & Desserts","Pedigree Dog Food Adult Chicken & Veg",660.00,10,1,594.00,3000,FALSE,3
"Ice Cream & Desserts","Kellogg's Original Corn Flakes",185.00,5,6,175.00,475,FALSE,475
"Ice Cream & Desserts","Pedigree Puppy Dry Dog Food Food Chicken & Milk",690.00,6,2,648.00,3000,FALSE,3
"Ice Cream & Desserts","Kitchens Of India Rajma Masala",110.00,30,5,77.00,285,FALSE,285
"Ice Cream & Desserts","Kitchen Of India Ready-To-Eat Pindi Channa",110.00,30,2,77.00,285,FALSE,285
"Ice Cream & Desserts","Figaro Pitted Black Olive",179.00,0,6,179.00,450,FALSE,450
"Ice Cream & Desserts","Cantina Tabasco Red Sauce",140.00,15,6,119.00,60,FALSE,60
"Ice Cream & Desserts","Mother's Recipe Pickle - Mixed",149.00,26,6,109.00,500,FALSE,500
"Ice Cream & Desserts","Nestle Cerelac Baby Cereal with Milk 5 Grains & Vegetables from 18 to 24 Month",279.00,0,5,279.00,300,FALSE,300
"Ice Cream & Desserts","Mother's Recipe Tamarind Paste",50.00,2,2,49.00,200,FALSE,200
"Ice Cream & Desserts","Pedigree Meat Jerky Adult Dog Treat Barbecued Chicken",140.00,20,6,112.00,80,FALSE,80
"Ice Cream & Desserts","Veeba Peri Peri Sauce",161.00,0,6,161.00,300,FALSE,300
"Ice Cream & Desserts","Pantai Sriracha Yellow Chilli Sauce",225.00,15,6,191.00,200,FALSE,200
"Ice Cream & Desserts","Praakritik Organic Jumbo Rolled Oats",190.00,11,6,169.00,500,FALSE,500
"Ice Cream & Desserts","Ching's Secret Just Soak - Whole Wheat Veg Hakka Noodles",123.00,0,6,123.00,600,FALSE,600
"Ice Cream & Desserts","Pantai Spring Roll Sauce",275.00,10,6,245.00,200,FALSE,200
"Ice Cream & Desserts","MTR Vermicelli Payasam",75.00,0,6,75.00,180,FALSE,180
"Ice Cream & Desserts","Bagrrys Corn Flakes",350.00,0,6,350.00,880,FALSE,800
"Ice Cream & Desserts","MTR Ready To Eat Palak Paneer",135.00,11,6,120.00,300,FALSE,300
"Ice Cream & Desserts","Del Monte Red Chili Sauce",55.00,0,5,55.00,190,FALSE,190
"Ice Cream & Desserts","Kitchens of India Mutter Paneer Mix",120.00,30,4,84.00,285,FALSE,285
"Ice Cream & Desserts","Pantai Green Curry Paste",60.00,6,6,56.00,50,FALSE,50
"Ice Cream & Desserts","The Laughing Cow Cheese Spread Plain",110.00,0,6,110.00,180,FALSE,180
"Ice Cream & Desserts","MTR Dal Fry",110.00,0,5,110.00,300,FALSE,300
"Ice Cream & Desserts","Pantai Fish Sauce",275.00,14,6,234.00,200,FALSE,200
"Ice Cream & Desserts","Cantina Beans Mexican Beans",250.00,14,6,213.00,410,FALSE,410
"Ice Cream & Desserts","Ching's Secret Manchurian Instant Noodle",114.00,0,6,114.00,480,FALSE,480
"Ice Cream & Desserts","Remia Salad Italian Dressing",230.00,0,6,230.00,250,FALSE,250
"Ice Cream & Desserts","Yummiez Veg Cheese Fingers Pouch",230.00,0,4,230.00,400,FALSE,400
"Ice Cream & Desserts","MTR Dal Makhani",110.00,0,4,110.00,300,FALSE,300
"Ice Cream & Desserts","MTR Ready to Eat Pav Bhaji",110.00,0,6,110.00,300,FALSE,300
"Ice Cream & Desserts","Weikfield Tomato Salsa Instant Pasta",25.00,0,1,25.00,77,FALSE,77
"Ice Cream & Desserts","Nestlé CERELAC Baby Cereal with Milk",272.00,0,1,272.00,300,FALSE,300
"Ice Cream & Desserts","Remia Salad Caesar Dressing",250.00,0,6,250.00,250,FALSE,250
"Ice Cream & Desserts","Bagrrys Fruit N Fibre Muesli Mixed Fruit",330.00,0,6,330.00,500,FALSE,500
"Ice Cream & Desserts","MTR Paneer Butter Masala & Veg Pulao",175.00,9,4,158.00,375,FALSE,375
"Ice Cream & Desserts","Sundrop Cocoa Nut Hazelnut Chocolatey Spread",120.00,0,6,120.00,160,FALSE,160
"Ice Cream & Desserts","Moi Soi Manchurian Sauce - For Stir Fry Marinade Spread & Dip",280.00,50,6,140.00,175,FALSE,175
"Ice Cream & Desserts","Pedigree Dog Food Adult Meat & Rice",660.00,7,2,608.00,3000,FALSE,3
"Ice Cream & Desserts","Pantai Sriracha Green Chilli Sauce",225.00,15,6,191.00,200,FALSE,200
"Ice Cream & Desserts","Pantai Chilli Garlic Sauce",275.00,14,6,234.00,200,FALSE,200
"Ice Cream & Desserts","Pantai Dark Soy Sauce",275.00,14,6,234.00,200,FALSE,200
"Ice Cream & Desserts","Yoga Bar Peanut Butter Dark Chocolate Jar",249.00,0,4,249.00,400,FALSE,400
"Ice Cream & Desserts","Cantina Tabasco Green Sauce",140.00,15,6,119.00,60,FALSE,60
"Ice Cream & Desserts","Pantai Pad Thai Sauce (Non-Veg)",325.00,9,5,293.00,200,FALSE,200
"Ice Cream & Desserts","Pantai Sweet Chilli Sauce",275.00,14,6,234.00,200,FALSE,200
"Ice Cream & Desserts","Ching's Secret Schezwan Instant Noodle",114.00,0,6,114.00,480,FALSE,480
"Ice Cream & Desserts","Yummiez Chicken Garlic Fingers Pouch",250.00,0,5,250.00,400,FALSE,400
"Ice Cream & Desserts","Pediasure Premium Chocolate Powdered Health Drink",610.00,0,2,610.00,400,FALSE,400
"Ice Cream & Desserts","Chings Secret Hot Garlic Instant Noodles",91.00,0,6,91.00,60,FALSE,60
"Ice Cream & Desserts","Godrej Yummiez Cheese Corn Nuggets",230.00,0,4,230.00,400,FALSE,400
"Ice Cream & Desserts","Pantai Hot Chilli Sauce",275.00,14,6,234.00,200,FALSE,200
"Ice Cream & Desserts","Knorr International Mexican Tomato Corn Soup",65.00,6,3,61.00,52,FALSE,52
"Ice Cream & Desserts","Bagrry's Fruit Fibre Muesli Mixed Fruit",595.00,0,5,595.00,1000,FALSE,1
"Ice Cream & Desserts","MTR Roasted Vermicelli",105.00,0,4,105.00,850,FALSE,850
"Ice Cream & Desserts","Maggi 2-Minute Instant Noodles - Masala",44.00,0,0,44.00,280,TRUE,280
"Ice Cream & Desserts","Kurkure Green Chutney, Rajasthani Style",20.00,0,0,20.00,90,TRUE,90
"Ice Cream & Desserts","Kellogg's Chocos Combo Pack",60.00,6,0,56.00,156,TRUE,156
"Ice Cream & Desserts","Kissan Mixed Fruit Jam",155.00,0,0,155.00,500,TRUE,500
"Ice Cream & Desserts","Lijjat Urad Papad",60.00,5,0,57.00,200,TRUE,200
"Ice Cream & Desserts","Amul Cheese Spread Yummy Plain",85.00,0,0,85.00,200,TRUE,200
"Ice Cream & Desserts","Mother's Recipe Ginger And Garlic Paste",50.00,24,0,38.00,200,TRUE,200
"Ice Cream & Desserts","Maggi Magic Cubes Chicken",40.00,2,0,39.00,40,TRUE,40
"Ice Cream & Desserts","Pedigree Puppy Chicken Chunks in Gravy",35.00,2,0,34.00,70,TRUE,70
"Ice Cream & Desserts","The Whole Truth Peanut Butter - Unsweetened & Crunchy",185.00,20,0,148.00,325,TRUE,325
"Ice Cream & Desserts","Ching's Chow Mein Hakka Noodles Masala",10.00,0,0,10.00,20,TRUE,20
"Ice Cream & Desserts","Safal Frozen Mixed Vegetables",60.00,5,0,57.00,500,TRUE,500
"Ice Cream & Desserts","Safal Frozen Corn",41.00,4,0,39.00,200,TRUE,200
"Ice Cream & Desserts","Amul Cheese Spread Spicy Garlic",85.00,3,0,82.00,200,TRUE,200
"Ice Cream & Desserts","Ching's Secret Veg Hakka Noodles",107.00,0,0,107.00,600,TRUE,600
"Ice Cream & Desserts","Saffola Oats 100 % Natural",15.00,0,0,15.00,38,TRUE,38
"Ice Cream & Desserts","Lijjat Moong Papad",60.00,5,0,57.00,200,TRUE,200
"Ice Cream & Desserts","Mothers Recipe Papad - Sabudana With Rock Salt",31.00,9,0,28.00,70,TRUE,70
"Ice Cream & Desserts","Maggi Chilly Chow Cuppa Noodles",50.00,0,0,50.00,70,TRUE,70
"Ice Cream & Desserts","Veeba Favourites Eggless Burger Mayonnaise",69.00,8,0,63.00,250,TRUE,250
"Ice Cream & Desserts","Sunfeast Yippee! Magic Masala Noodles",48.00,6,0,45.00,240,TRUE,240
"Ice Cream & Desserts","Top Ramen Masala",91.00,9,0,82.00,560,TRUE,560
"Ice Cream & Desserts","Kelloggs Corn Flakes With Real Strawberry Pure",265.00,10,0,236.00,575,TRUE,575
"Ice Cream & Desserts","Mother's Recipe Potato Papad",31.00,9,0,28.00,70,TRUE,75
"Ice Cream & Desserts","Mothers Recipe Rice Papad Ajwain",24.00,0,0,24.00,75,TRUE,75
"Ice Cream & Desserts","Chef's Basket Durum Wheat Penne Pasta",160.00,50,0,80.00,500,TRUE,500
"Ice Cream & Desserts","Dabur Hommade - Imli Sauce Saunth",20.00,10,0,18.00,100,TRUE,100
"Ice Cream & Desserts","Zorabian Chicken Kheema Parathas",190.00,0,0,190.00,300,TRUE,300
"Ice Cream & Desserts","Sunfeast Pasta Treat Pack of Tomato Cheese",28.00,17,0,23.00,65,TRUE,65
"Ice Cream & Desserts","Safal Frozen - Sweet Corn",160.00,5,0,152.00,1000,TRUE,1
"Ice Cream & Desserts","MTR Vegetable Upma",25.00,0,0,25.00,60,TRUE,60
"Ice Cream & Desserts","Del Monte Original Blend Tomato Ketchup Pouch",120.00,7,0,111.00,950,TRUE,950
"Ice Cream & Desserts","Del Monte Natural Vinegar",55.00,3,0,53.00,180,TRUE,180
"Ice Cream & Desserts","Del Monte Eggless Mayo",135.00,6,0,126.00,500,TRUE,500
"Ice Cream & Desserts","ITC Master Chef Cheesy Corn Triangles",160.00,5,0,152.00,320,TRUE,320
"Ice Cream & Desserts","Mother's Recipe Mixed Pickle",115.00,4,0,110.00,400,TRUE,400
"Ice Cream & Desserts","Godrej Yummiez Chicken Breakfast Salami",150.00,4,0,143.00,250,TRUE,250
"Ice Cream & Desserts","Hershey's Cocoa + Almond Spread",295.00,9,0,266.00,350,TRUE,350
"Ice Cream & Desserts","Maggi Special Masala Spicy Yummy Noodles",72.00,0,0,72.00,280,TRUE,280
"Ice Cream & Desserts","Del Monte Schezwan Sauce",55.00,0,0,55.00,190,TRUE,190
"Ice Cream & Desserts","Yummiez Green Peas",135.00,0,0,135.00,500,TRUE,500
"Ice Cream & Desserts","Yummiez Green Peas",250.00,0,0,250.00,1000,TRUE,1
"Ice Cream & Desserts","Yummiez American Sweet Corn",85.00,0,0,85.00,400,TRUE,400
"Ice Cream & Desserts","Dr Oetker Cucumber & Carrot Sandwich Spread Veg",79.00,0,0,79.00,250,TRUE,250
"Ice Cream & Desserts","Del Monte Pitted Green Olives",250.00,0,0,250.00,450,TRUE,450
"Chocolates & Candies","Maggi 2 Minute Masala Noodles",12.00,0,6,12.00,70,FALSE,70
"Chocolates & Candies","iD Idli & Dosa Batter",80.00,15,6,68.00,1000,FALSE,1
"Chocolates & Candies","iD Malabar Parota",80.00,10,4,72.00,400,FALSE,400
"Chocolates & Candies","iD Wheat Lachha Paratha",80.00,12,6,70.00,400,FALSE,400
"Chocolates & Candies","McCain Aloo Tikki",110.00,4,6,105.00,400,FALSE,400
"Chocolates & Candies","McCain Smiles Cripsy Happy Potatoes",120.00,5,6,114.00,415,FALSE,415
"Chocolates & Candies","McCain Veggie Burger Patty",115.00,3,6,111.00,360,FALSE,360
"Chocolates & Candies","McCain Veggie Fingers",117.00,5,6,111.00,400,FALSE,400
"Chocolates & Candies","Amul Delicious Fat Spread - Cholesterol Free",18.00,5,6,17.00,100,FALSE,100
"Chocolates & Candies","Whiskas Wet  Meal (Adult - Cat Food)  Chicken in Gravy",35.00,2,2,34.00,85,FALSE,85
"Chocolates & Candies","McCain Chilli Garlic Potato Bites Crunchy Potato Nuggets",125.00,5,1,118.00,420,FALSE,420
"Chocolates & Candies","Ching's Secret Instant Hot Garlic Noodles",15.00,0,3,15.00,60,FALSE,60
"Chocolates & Candies","Veeba Eggless Mayonnaise",79.00,11,5,70.00,250,FALSE,250
"Chocolates & Candies","Ching's Secret Instant Schezwan Noodles",15.00,0,6,15.00,60,FALSE,60
"Chocolates & Candies","Veeba Pasta And Pizza Sauce",75.00,13,5,65.00,280,FALSE,280
"Chocolates & Candies","Top Ramen  Noodles Curry Veg Pouch",20.00,0,1,20.00,70,FALSE,70
"Chocolates & Candies","Saffola Veggie Twist Masala Oats",15.00,0,6,15.00,38,FALSE,38
"Chocolates & Candies","Unibic Almond & Oats Protein Bar",40.00,17,4,33.00,30,FALSE,30
"Chocolates & Candies","Quaker Oats",79.00,0,2,79.00,400,FALSE,400
"Chocolates & Candies","Amul Delicious Fat Spread - Cholesterol Free",88.00,2,2,86.00,500,FALSE,500
"Chocolates & Candies","McCain French Fries",120.00,5,1,114.00,420,FALSE,420
"Chocolates & Candies","Ching's Secret Manchow Instant Soup",10.00,0,1,10.00,15,FALSE,15
"Chocolates & Candies","McCain Potato Cheese Shotz",130.00,4,6,124.00,250,FALSE,250
"Chocolates & Candies","McCain Masala - Fries",120.00,5,3,114.00,375,FALSE,375
"Chocolates & Candies","Ching's Secret Schezwan Fried Rice Masala",15.00,0,6,15.00,20,FALSE,20
"Chocolates & Candies","McCain New Mini Samosa with Cheese Pizza Style Filling",120.00,1,3,118.00,240,FALSE,240
"Chocolates & Candies","McCain Chilli Cheesy Nuggets",130.00,4,1,124.00,250,FALSE,250
"Chocolates & Candies","Whiskas Adult (+1 Year) Dry Cat Food, Ocean Fish Flavour",430.00,10,6,387.00,1200,FALSE,1
"Chocolates & Candies","Chings Instant Soup - Hot & Sour",10.00,0,1,10.00,15,FALSE,15
"Chocolates & Candies","Amul Spray Infant Milk Food",197.00,2,6,193.00,500,FALSE,500
"Chocolates & Candies","McCain Smiles - Pudina Chatka",120.00,5,3,114.00,375,FALSE,375
"Chocolates & Candies","McCain French Fries Crisp & Delicious",175.00,4,3,167.00,750,FALSE,750
"Chocolates & Candies","Ferrero Nutella Hazelnut Spread",220.00,5,2,207.00,180,FALSE,180
"Chocolates & Candies","Lijjat Garlic Papad",60.00,5,5,57.00,200,FALSE,200
"Chocolates & Candies","Switz Samosa Dough Sheets",90.00,4,6,86.00,50,FALSE,50
"Chocolates & Candies","Amul Cheese Spread Creamy",85.00,5,6,80.00,180,FALSE,180
"Chocolates & Candies","Maggi Imli Sauce Pichkoo",22.00,0,6,22.00,90,FALSE,90
"Chocolates & Candies","Whiskas Kitten (2-12 months) Dry Cat Food Food Ocean Fish",385.00,9,5,347.00,1100,FALSE,1100
"Chocolates & Candies","Chings Instant Soup - Sweet Corn Veg",10.00,0,2,10.00,15,FALSE,15
"Chocolates & Candies","Whiskas Wet  Meal (Kitten - Cat Food)  Chicken in Gravy",35.00,5,2,33.00,85,FALSE,85
"Chocolates & Candies","McCain Crazy Fries Masala MixHot 'n' Tangy",120.00,5,6,114.00,400,FALSE,400
"Chocolates & Candies","The Whole Truth Double Cocoa Protein Bar No Sugar",100.00,10,6,90.00,52,FALSE,52
"Chocolates & Candies","Amul Happy Treats French Fries",68.00,4,1,65.00,425,FALSE,425
"Chocolates & Candies","Ferrero Nutella Hazeulnut Spread",380.00,6,5,357.00,350,FALSE,350
"Chocolates & Candies","Veeba Chipolte Southwest Dressing",161.00,7,4,149.00,300,FALSE,300
"Chocolates & Candies","Ching's Secret Manchow Noodles Instant Soup",15.00,0,6,15.00,20,FALSE,20
"Chocolates & Candies","Yoga Bar Breakfast Protein Bar - Blueberry Pie",50.00,12,1,44.00,50,FALSE,50
"Chocolates & Candies","Quaker Oats",199.00,7,6,184.00,1000,FALSE,1
"Chocolates & Candies","The Whole Truth Mini Protein Bar - Coconut Cocoa No Added Sugar",55.00,25,6,41.00,27,FALSE,27
"Chocolates & Candies","Switz Spring Roll Dough Sheets",90.00,4,6,86.00,1160,FALSE,20
"Chocolates & Candies","Unibic Fruit & Nut Real Cranberries & Almonds Protein Bar",40.00,17,6,33.00,30,FALSE,30
"Chocolates & Candies","Ching's Secret Tomato Instant Soup",10.00,0,1,10.00,16,FALSE,15
"Chocolates & Candies","Chef's Basket Durum Wheat Elbow Pasta",160.00,50,6,80.00,500,FALSE,500
"Chocolates & Candies","Sunfeast Yippee! Mood Masala Noodles",60.00,28,3,43.00,260,FALSE,260
"Chocolates & Candies","MTR Breakfast Khatta Meetha Poha Mix",25.00,20,6,20.00,60,FALSE,60
"Chocolates & Candies","Kellogg's Crunchy Fruit & Nut Breakfast Cereals Muesli",445.00,9,6,401.00,750,FALSE,750
"Chocolates & Candies","Ching's Secret Chilli Vinegar",50.00,0,4,50.00,170,FALSE,170
"Chocolates & Candies","Ching's Red Chilli Sauce",55.00,0,6,55.00,200,FALSE,200
"Chocolates & Candies","Amul Lite Spread",40.00,2,5,39.00,100,FALSE,100
"Chocolates & Candies","Borges Durum Wheat Fusilli Pasta",250.00,0,3,250.00,500,FALSE,500
"Chocolates & Candies","The Whole Truth Cranberry Mini Protein Bar No Sugar",55.00,20,6,44.00,27,FALSE,27
"Chocolates & Candies","The Whole Truth Mini Protein Bar - Coffee Cocoa No Added Sugar",55.00,20,6,44.00,27,FALSE,27
"Chocolates & Candies","Maggi Hot & Sweet Tomato Chilli Sauce",115.00,0,1,115.00,500,FALSE,500
"Chocolates & Candies","Sunfeast YiPPee! Noodles - Magic Masala",96.00,5,4,91.00,540,FALSE,540
"Chocolates & Candies","Chef's Basket Durum Wheat Fusilli Pasta",160.00,50,6,80.00,500,FALSE,500
"Chocolates & Candies","Top Ramen Chicken Noodles",60.00,10,1,54.00,280,FALSE,280
"Chocolates & Candies","Veeba Cheese and Chilli Sandwich Spread",89.00,11,6,79.00,275,FALSE,275
"Chocolates & Candies","Ching’s Secret Chowmein Hakka Noodles Masala",44.00,0,2,44.00,60,FALSE,60
"Chocolates & Candies","Safal Frozen - Mixed Vegetables",110.00,4,2,105.00,1000,FALSE,1
"Chocolates & Candies","MTR 3 Min Poha",25.00,0,6,25.00,60,FALSE,60
"Chocolates & Candies","Ching's Manchurian Instant Noodles",15.00,0,5,15.00,60,FALSE,60
"Chocolates & Candies","The Whole Truth Peanut Cocoa Mini Protein Bar No Sugar",55.00,25,6,41.00,27,FALSE,27
"Chocolates & Candies","Gits Pav Bhaji Ready to Eat",110.00,22,6,85.00,300,FALSE,300
"Chocolates & Candies","McCain New Mini Samosa with Cheese Corn Style Filling",120.00,1,2,118.00,240,FALSE,240
"Chocolates & Candies","Lijjat Udad Mini Papad",60.00,6,6,56.00,200,FALSE,200
"Chocolates & Candies","McCain Herb & Garlic Crazy Fries Masala Mix",120.00,5,5,114.00,400,FALSE,400
"Chocolates & Candies","Yoga Bar Multigrain Energy Bar Nuts And Seeds",40.00,12,4,35.00,38,FALSE,38
"Chocolates & Candies","Ching's Secret Sauce, Green Chilli",55.00,0,5,55.00,190,FALSE,190
"Chocolates & Candies","Veeba Pizza Topping",75.00,6,4,70.00,280,FALSE,280
"Chocolates & Candies","Switz Paratha Puff",110.00,4,6,105.00,400,FALSE,400
"Chocolates & Candies","New Kellogg's Muesli with 21% Fruit, Nut & Seeds",325.00,6,6,305.00,500,FALSE,500
"Chocolates & Candies","The Whole Truth Double Cocoa Mini Protein Bar No Sugar",55.00,20,5,44.00,27,FALSE,27
"Chocolates & Candies","Sunfeast Yippee Tricolor Pasta Seasoning",28.00,17,1,23.00,65,FALSE,65
"Chocolates & Candies","Wingreens Cheesy Chipotle Sauce",99.00,49,1,50.00,130,FALSE,130
"Chocolates & Candies","Maggi Rich Tomato Ketchup",105.00,4,2,100.00,500,FALSE,500
"Chocolates & Candies","The Whole Truth Dark Chocolate Peanut Butter - Creamy",235.00,25,6,174.00,325,FALSE,325
"Chocolates & Candies","Godrej Yummiez Chicken Nuggets",325.00,9,1,293.00,500,FALSE,500
"Chocolates & Candies","Go Cheese  Spread Plain",99.00,5,6,94.00,200,FALSE,200
"Chocolates & Candies","Kellogg's Real Almond & Honey Corn Flakes",175.00,9,6,158.00,300,FALSE,300
"Chocolates & Candies","The Whole Truth Vegan Almond Choco Fudge Energy Bar No Sugar",60.00,20,6,48.00,40,FALSE,40
"Chocolates & Candies","Prasuma Vegetable Momos",270.00,0,5,270.00,24,FALSE,24
"Chocolates & Candies","MTR Upma",50.00,10,6,45.00,160,FALSE,160
"Chocolates & Candies","Ching's Schezwan Masala Instant Noodles",60.00,0,1,60.00,240,FALSE,240
"Chocolates & Candies","The Whole Truth Cranberry Protein Bar No Sugar",100.00,26,6,74.00,52,FALSE,52
"Chocolates & Candies","Saffola Yummy Masala Noodles",20.00,0,2,20.00,46,FALSE,46
"Chocolates & Candies","Veeba English Mustard",74.00,6,2,69.00,300,FALSE,300
"Chocolates & Candies","Dabur Hommade Tamarind Paste",48.00,6,6,45.00,200,FALSE,200
"Chocolates & Candies","Yoga Bar Breakfast Muesli - Almond Caramel (No Added Sugar)",325.00,4,6,309.00,400,FALSE,400
"Chocolates & Candies","The Whole Truth Mini Protein Bar - Peanut Butter No Added Sugar",55.00,25,6,41.00,27,FALSE,27
"Chocolates & Candies","ITC Master Chef Crispy Chicken Fries",170.00,4,3,162.00,280,FALSE,280
"Chocolates & Candies","Kelloggs Corn Flakes",99.00,13,6,86.00,250,FALSE,250
"Chocolates & Candies","Nissin Cup Noodles Tangy Tomato",50.00,10,2,45.00,70,FALSE,70
"Chocolates & Candies","Smith & Jones White Pasta Sauce Mix",40.00,0,3,40.00,46,FALSE,46
"Chocolates & Candies","Sunfeast Yippee! Pasta Treat - Sour Cream Onion",28.00,10,1,25.00,65,FALSE,65
"Chocolates & Candies","Mothers Recipe Tamrind Date Chutney",55.00,9,2,50.00,200,FALSE,200
"Chocolates & Candies","Veeba Mint Mayonnaise",169.00,8,4,155.00,300,FALSE,300
"Chocolates & Candies","Mccain Emotibites - Crispy Happy Potato Snack",130.00,0,6,129.00,415,FALSE,415
"Chocolates & Candies","The Whole Truth Energy Bar Choco Cranberry Fudge",60.00,26,6,44.00,40,FALSE,40
"Chocolates & Candies","Godrej Yummiez Chicken Lucknowi Seekh Kebab",260.00,10,4,234.00,400,FALSE,400
"Chocolates & Candies","Prasuma Vegetable Momos",150.00,0,5,150.00,580,FALSE,10
"Chocolates & Candies","Mother's Recipe Mixed Pickle",85.00,9,2,77.00,300,FALSE,300
"Chocolates & Candies","Sunfeast Yippee! Pasta Treat - Sour Cream Onion",28.00,17,3,23.00,65,FALSE,65
"Chocolates & Candies","The Whole Truth Peanut Cocoa Protein Bar No Sugar",100.00,26,6,74.00,52,FALSE,52
"Chocolates & Candies","Yoga Bar Breakfast Muesli - Chocolate & Cranberry",325.00,4,6,309.00,400,FALSE,400
"Chocolates & Candies","Sunfeast YiPPee! Magic Masala Noodles",70.00,10,3,63.00,405,FALSE,405
"Chocolates & Candies","Veeba Sweet Onion Sauce",141.00,14,4,121.00,350,FALSE,350
"Chocolates & Candies","Quaker Oats Breakfast Cereals - With Flavour Mix Nutritious Rich Source Of Energy",49.00,8,6,45.00,200,FALSE,200
"Chocolates & Candies","Mother's Recipe Tamarind Paste",50.00,2,6,49.00,200,FALSE,200
"Chocolates & Candies","Yogabar No Added Sugar Protein Bar Brownie",125.00,15,4,106.00,60,FALSE,60
"Chocolates & Candies","Bambino Popular Vermicelli",40.00,2,3,39.00,400,FALSE,400
"Chocolates & Candies","Ching's Secret Mix Veg Instant Soup",10.00,0,3,10.00,15,FALSE,15
"Chocolates & Candies","Mother's Recipe Pickle - Red Stuffed Chilli",145.00,11,3,129.00,400,FALSE,400
"Chocolates & Candies","Kellogg's No Added Sugar Muesli",335.00,11,6,298.00,500,FALSE,500
"Chocolates & Candies","Veeba Salsa Dip",119.00,6,6,111.00,360,FALSE,360
"Chocolates & Candies","Veeba Thousand Island Dressing",149.00,8,6,137.00,300,FALSE,300
"Chocolates & Candies","Baggry's Crunchy Muesli Almond Raisins & Honey",130.00,0,5,130.00,200,FALSE,200
"Chocolates & Candies","Knorr Chinese Hot And Sour Veg Soup",55.00,3,1,53.00,43,FALSE,43
"Chocolates & Candies","Go Cheese Spread - Garlic",99.00,5,6,94.00,200,FALSE,200
"Chocolates & Candies","The Whole Truth Peanut Butter With Dates - Creamy No Sugar",215.00,9,6,194.00,325,FALSE,325
"Chocolates & Candies","Zorabian Chicken Smoked Ham",205.00,5,1,194.00,250,FALSE,250
"Chocolates & Candies","Kissan Pineapple Jam",165.00,9,1,149.00,500,FALSE,500
"Chocolates & Candies","Smith & Jones Masala Noodles",89.00,0,5,89.00,480,FALSE,480
"Chocolates & Candies","Nestle Nestle Nan Pro Follow-Up Formula",650.00,0,6,650.00,400,FALSE,400
"Chocolates & Candies","Sunfeast Yippee! Power Up Atta Noodles",96.00,15,6,81.00,280,FALSE,280
"Chocolates & Candies","McCain Super Wedges",120.00,7,6,111.00,400,FALSE,400
"Chocolates & Candies","Kellogg's Crunchy Granola Honey, Almonds, Strawberries & Pumpkin Seeds",330.00,10,1,294.00,450,FALSE,450
"Chocolates & Candies","Kellogg's Chocos",130.00,10,6,117.00,250,FALSE,250
"Chocolates & Candies","Ching's Secret Just Soak - Whole Wheat Veg Hakka Noodle",32.00,0,3,32.00,150,FALSE,150
"Chocolates & Candies","The Whole Truth Vegan Fig Apricot & Orange Energy Bar No Sugar",60.00,20,6,48.00,40,FALSE,40
"Chocolates & Candies","Saffola Veggie Twist Masala Oats",195.00,12,2,171.00,500,FALSE,500
"Chocolates & Candies","ITC Master Chef Classic Aloo Tikki",80.00,10,3,72.00,320,FALSE,320
"Chocolates & Candies","Smith & Jones Pink Pasta Sauce Mix",40.00,0,4,40.00,46,FALSE,46
"Chocolates & Candies","Wingreens Farms Chipotle Dip",200.00,25,1,150.00,180,FALSE,180
"Chocolates & Candies","Kellogg's Real Almond & Honey Corn Flakes",550.00,5,3,520.00,1000,FALSE,1
"Chocolates & Candies","Kellogg's Crunchy Granola Chocolate & Almonds",330.00,10,3,294.00,450,FALSE,450
"Chocolates & Candies","Cornitos Cornitos Taco Shells - 6 Inches",160.00,20,4,128.00,180,FALSE,180
"Chocolates & Candies","Ching's Secret Singapore Curry Instant Noodles",15.00,0,3,15.00,60,FALSE,60
"Chocolates & Candies","Mother's Recipe Pickle - Mango",125.00,9,6,113.00,400,FALSE,500
"Chocolates & Candies","Godrej Yummiez Chilli Chicken Sausages",160.00,10,3,144.00,250,FALSE,250
"Chocolates & Candies","Pedigree Dentastix  Dog Treat Oral Care for Adult Medium Breed",175.00,20,6,140.00,180,FALSE,180
"Chocolates & Candies","Maggi Hot & Sweet - Tomato Chilli Sauce",170.00,10,1,153.00,1000,FALSE,1
"Chocolates & Candies","Ching's Secret Asian Hot Instant Soup",15.00,0,3,15.00,15,FALSE,15
"Chocolates & Candies","Kellogg’s Chocos Protein And Fibre Of 1 Roti",499.00,11,6,444.00,1200,FALSE,1
"Chocolates & Candies","Mother's Recipe Pickle - Mango",149.00,26,4,109.00,500,FALSE,500
"Chocolates & Candies","Chings Secret Manchurian Instant Noodle",60.00,0,6,60.00,240,FALSE,240
